Admission No,Student Name,Mobile No,Course,Subject,Admission Date,Father Name,Mother Name,Father Occupation,DOB,Gender,Category,Subcast,Permanent Address,Present Address,District,State,Domicile,Email,Aadhaar No,Subject 4,Subject 5,Subject 6,Last Exam,Last Exam Year,Last Subject,Last Roll No,Last Enroll No,Board,Total Marks,Obtain Marks,Division,Percentage,Remark
234/39072,CHARLES SAMA,3106666753,M.Sc. (Chemistry - Final),CHEMISTRY,24-02-2026,WYATT KATA,SANAYA IYER,RETIRED,12-02-2001,Male,SC,,"59/75, KALITA MARG, KOCHI-983184","23/25, MORAR GANJ, SULTAN PUR MAJRA-639766",BALOD,C.G.,NO,hbiswas@example.com,809079393402,,,,GRADUATION,2023,SCIENCE,27019994,986983165,HEMCHAND YADAV UNIVERSITY,500,343,FIRST,68.6,
490/89014,WAZIR KALE,2105348532,M.Sc. (Zoology - Final),ZOOLOGY,19-01-2026,ADITYA SIDHU,ISHA SAMI,SELF EMPLOYED,16-03-2006,Male,ST,,"36, VENKATARAMAN CIRCLE, IMPHAL-507739","00/716, THAMAN, MORBI 779940",KOREA,C.G.,YES,ishani72@example.net,735582075858,,,,GRADUATION,2020,SCIENCE,43371608,712064140,HEMCHAND YADAV UNIVERSITY,500,275,SECOND,55.0,
585/68606,WAZIR YADAV,0556096493,B.Lib (Bachelor of Library Science),LIBRARY SCIENCE,13-03-2026,JAI RAJAN,SHIVANI DEEP,ENGINEER,30-03-2007,Male,OBC,,"476, MUKHERJEE CIRCLE, RAICHUR-962821","H.NO. 48, SAMRA CIRCLE, CHENNAI-390153",BALOD,C.G.,YES,rayyashawini@example.org,858931748000,,,,12TH,2024,ARTS,97275045,751517083,STATE BOARD,500,458,FIRST,91.6,
927/57541,PARTH GOSWAMI,8793205710,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,15-02-2026,BALENDRA YOHANNAN,BRINDA GOSWAMI,RETIRED,25-12-2008,Male,GEN,,"83/166, SAXENA GANJ, AIZAWL 217745","H.NO. 296, DUTTA CIRCLE, CHANDIGARH 064452",RAIGARH,C.G.,NO,udyati11@example.net,790224672318,,,,GRADUATION,2025,ARTS,71842079,788412349,HEMCHAND YADAV UNIVERSITY,500,454,FIRST,90.8,
455/85349,KIAAN VENKATESH,2679889173,B.Sc. (Mathematics),MATHEMATICS,07-01-2026,LUCKY GADE,YADAVI RAI,RETIRED,07-06-2008,Male,GEN,,"H.NO. 83, MITTER MARG, AVADI 999555","32, TRIPATHI MARG, TIRUPATI 983175",BALRAMPUR,C.G.,YES,omajavarma@example.org,590493960632,,,,12TH,2020,SCIENCE,62448854,846368568,STATE BOARD,500,299,SECOND,59.8,
410/91955,SHIVANI BAHRI,9161122561,B.Sc. (Mathematics),MATHEMATICS,14-01-2026,MANBIR IYENGAR,JALSA LATA,DOCTOR,04-09-2000,Female,ST,,"02, BRAHMBHATT ZILA, DHULE-383832","H.NO. 52, NARAYANAN GANJ, BALLIA 643573",BALODA BAZAR,C.G.,NO,damyanti82@example.net,186662785937,,,,12TH,2023,SCIENCE,17506262,229661388,HEMCHAND YADAV UNIVERSITY,500,383,FIRST,76.6,
604/81081,EKAVIR RAJA,3486065938,M.Sc. (Chemistry - Previous),CHEMISTRY,03-01-2026,OSCAR MOHAN,IKSHITA KRISHNAMURTHY,PRIVATE JOB,02-04-2006,Male,GEN,,"H.NO. 798, JAGGI ROAD, AKOLA-249086","H.NO. 975, WADHWA STREET, AMBATTUR 162630",SURGUJA,C.G.,YES,zachariakrishna@example.com,878254012793,,,,GRADUATION,2023,SCIENCE,32924056,232676135,STATE BOARD,500,320,FIRST,64.0,
798/94143,CHATURA HAYER,6468296277,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,27-02-2026,SAMARTH TANK,EKANI BHASIN,GOVT EMPLOYEE,20-09-2008,Male,ST,,"H.NO. 695, CHOUDHURY NAGAR, KIRARI SULEMAN NAGAR-406135","45/861, BHAT MARG, GORAKHPUR 456414",JANJGIR-CHAMPA,C.G.,YES,atwalekalinga@example.org,554958784612,,,,12TH,2023,ARTS,58315596,047438504,STATE BOARD,500,214,THIRD,42.8,
977/77098,ESHANA SAHNI,1793044120,M.Sc. (Botany - Final),BOTANY,18-02-2026,SAMAR GARDE,YASHASVI CONTRACTOR,ACCOUNTANT,11-10-2000,Female,ST,,"869, PADMANABHAN GANJ, JUNAGADH 632572","H.NO. 674, KALA GANJ, PATNA 280173",KONDAGAON,C.G.,YES,ekansh57@example.com,243562950559,,,,GRADUATION,2025,SCIENCE,63558169,691166192,STATE BOARD,500,350,FIRST,70.0,
161/92834,SACHI GOPAL,4743863290,M.Sc. (Computer Science - Final),COMPUTER,01-03-2026,FITAN BARIA,GARIMA DHAWAN,ELECTRICIAN,30-03-2002,Female,GEN,,"799, BEDI MARG, AGARTALA-476825","H.NO. 71, SHANKER NAGAR, AGRA-812058",KONDAGAON,C.G.,NO,rmurty@example.org,830441754909,,,,GRADUATION,2023,SCIENCE,06524916,493031144,CBSE,500,253,SECOND,50.6,
466/46906,YACHANA PATHAK,1261824322,M.Sc. (Computer Science - Previous),COMPUTER,30-01-2026,ARYAN TANDON,PANINI KAR,GOVT EMPLOYEE,21-10-2006,Female,GEN,,"45/610, SANGHA ROAD, RAICHUR 813055","41, GOLA CIRCLE, VISAKHAPATNAM-471618",BILASPUR,C.G.,NO,zchad@example.org,126560560094,,,,GRADUATION,2020,SCIENCE,10050015,919354076,STATE BOARD,500,391,FIRST,78.2,
846/79781,CHAMAN BATTA,4121447725,M.Com. (Previous),COMMERCE,12-03-2026,CHAMPAK MANNE,ANYA SUNDARAM,ACCOUNTANT,12-09-2008,Female,GEN,,"933, SIDHU GANJ, NASHIK 804530","H.NO. 35, CHAKRABORTY ROAD, MUMBAI 602674",SURGUJA,C.G.,YES,zsha@example.org,107676399427,,,,GRADUATION,2022,COMMERCE,26565220,739273571,HEMCHAND YADAV UNIVERSITY,500,448,FIRST,89.6,
680/25902,MATTHEW JOSHI,3104692591,M.Com. (Previous),COMMERCE,24-02-2026,JACK SASTRY,ARADHANA GALA,LABOUR,28-02-2006,Male,ST,,"077, BARIA ZILA, JAMNAGAR-896187","08, BORRA MARG, MALDA-948375",DURG,C.G.,NO,abhimanyu74@example.net,322668581946,,,,GRADUATION,2021,COMMERCE,01370207,624219130,CBSE,500,405,FIRST,81.0,
292/84152,BAKHSHI SAWHNEY,2596343502,M.Sc. (Mathematics - Previous),MATHEMATICS,25-01-2026,ARJUN KORPAL,PRIYA KEER,ACCOUNTANT,19-07-2000,Male,OBC,,"48/761, CHANDER NAGAR, MYSORE-494891","214, RAMANATHAN, NEW DELHI-203392",BALOD,C.G.,YES,vidhi10@example.net,939971880827,,,,GRADUATION,2021,SCIENCE,00706999,224846001,CBSE,500,231,SECOND,46.2,
316/94979,AAYUSH RANDHAWA,1942723746,M.Sc. (Zoology - Final),ZOOLOGY,23-01-2026,MITESH PALLA,TANVI MURTY,ACCOUNTANT,31-01-2009,Male,SC,,"60/622, KANDA CHOWK, JAMSHEDPUR 377561","58/168, SUNDARAM CHOWK, CUTTACK-527643",RAIGARH,C.G.,NO,koshyojas@example.com,558916046088,,,,GRADUATION,2021,SCIENCE,80635839,024524273,HEMCHAND YADAV UNIVERSITY,500,243,SECOND,48.6,
382/21273,YUG KOSHY,8478036608,M.Sc. (Mathematics - Previous),MATHEMATICS,18-02-2026,ROHAN SHANKAR,WARHI SAINI,SHOPKEEPER,28-08-2001,Male,OBC,,"285, KUMAR CIRCLE, PRODDATUR-325988","85/68, CHAUHAN NAGAR, KHANDWA 598746",SUKMA,C.G.,YES,umahal@example.net,315151287648,,,,GRADUATION,2020,SCIENCE,08525488,929472023,CBSE,500,388,FIRST,77.6,
873/47585,INDRAJIT DIXIT,8821979709,M.A. (Previous),ARTS,09-03-2026,LAKSHIT NARAIN,RACHANA RAMACHANDRAN,FARMER,01-07-2004,Male,GEN,,"72/57, PAU ROAD, ROURKELA 155455","811, NAYAK CIRCLE, TIRUPPUR-124164",BASTAR,C.G.,NO,chadhajeet@example.org,678998871600,,,,GRADUATION,2024,ARTS,00138138,107505610,HEMCHAND YADAV UNIVERSITY,500,371,FIRST,74.2,
714/18543,DARPAN THAKER,2726801461,B.Sc. Micro Biology,BIOLOGY,19-03-2026,JATIN BAHRI,VAISHNAVI WASON,MECHANIC,28-02-2002,Male,OBC,,"11/025, VARUGHESE NAGAR, VARANASI 562745","34/07, BASSI CHOWK, AJMER-526642",BASTAR,C.G.,NO,yohannanchatresh@example.org,109314578406,,,,12TH,2025,SCIENCE,71868753,911405881,STATE BOARD,500,482,FIRST,96.4,
607/59902,DAKSHESH CONTRACTOR,7936212585,BCA (Bachelor of Computer Applications),COMPUTER,05-03-2026,FARIQ BUTALA,OJASVI RAJU,CARPENTER,24-03-2006,Male,ST,,"78/091, MURTY STREET, RAIPUR 527429","93/591, KALITA, BIHAR SHARIF-934668",SURGUJA,C.G.,NO,cbala@example.net,261258849504,,,,12TH,2024,ARTS,24487188,861258243,CBSE,500,279,SECOND,55.8,
971/12144,MEKHALA CHOUDHRY,1743526982,M.Com. (Previous),COMMERCE,20-01-2026,AYUSHMAN PILLAI,OESHI VYAS,GOVT EMPLOYEE,23-07-2004,Female,GEN,,"21/10, CHADHA, SHIMOGA-612082","H.NO. 147, APTE MARG, AMBARNATH 027209",JANJGIR-CHAMPA,C.G.,YES,garima16@example.net,589639862327,,,,GRADUATION,2022,COMMERCE,91797405,372541737,STATE BOARD,500,421,FIRST,84.2,
320/32641,HARINI DEVAN,8166134065,B.A.,ARTS,27-01-2026,ARJUN BATTA,JEEVIKA KOHLI,RETIRED,01-11-2004,Female,OBC,,"89, LUTHRA GANJ, BATHINDA-100283","H.NO. 56, VARUGHESE CIRCLE, DEOGHAR 384886",KANKER,C.G.,NO,onveer20@example.net,055048828877,,,,12TH,2020,ARTS,24856324,396070681,CBSE,500,389,FIRST,77.8,
757/73992,SAANVI SURESH,6873468715,BCA (Bachelor of Computer Applications),COMPUTER,04-02-2026,ROHAN SETH,KAMYA RAJU,SELF EMPLOYED,06-03-2006,Female,SC,,"780, KURIAN CHOWK, BARASAT-744897","93, JAYARAMAN NAGAR, BIDHANNAGAR 990261",BALRAMPUR,C.G.,YES,shravyaamble@example.net,843242838728,,,,12TH,2025,ARTS,92619349,603238937,CBSE,500,449,FIRST,89.8,
457/63488,MAX MANDAL,1497054093,M.Com. (Previous),COMMERCE,15-03-2026,DEVANSH AURORA,ZINAL BHATIA,TEACHER,15-11-2001,Male,GEN,,"H.NO. 372, CHOUDHARY NAGAR, MUNGER 824568","33/85, KURIAN STREET, UJJAIN-817090",KONDAGAON,C.G.,NO,shankeranmol@example.net,616150260559,,,,GRADUATION,2020,COMMERCE,19212344,117849703,STATE BOARD,500,277,SECOND,55.4,
951/91546,VRITTI SHAH,8123945907,M.Sc. (Biotechnology - Final),-,11-02-2026,ADITYA TAILOR,AASHI RAMESH,MECHANIC,01-06-2001,Female,OBC,,"H.NO. 245, NARAYAN STREET, PALLAVARAM 448194","228, KEER CIRCLE, CHINSURAH 568828",BILASPUR,C.G.,YES,xalakdutt@example.org,786445844940,,,,GRADUATION,2021,SCIENCE,48276279,896028613,HEMCHAND YADAV UNIVERSITY,500,292,SECOND,58.4,
152/80091,VAMAKSHI PRASHAD,8078365832,BCA (Bachelor of Computer Applications),COMPUTER,16-01-2026,KRISHNA GILL,GEETIKA BOBAL,PLUMBER,11-05-2004,Female,OBC,,"935, MALLICK ZILA, ANANTAPURAM 626907","50/33, KIBE CHOWK, KOLHAPUR-785608",BASTAR,C.G.,YES,arorajeevika@example.org,595711737848,,,,12TH,2025,ARTS,70783890,267996265,STATE BOARD,500,398,FIRST,79.6,
180/88608,KALPIT SETTY,1980589118,B.Sc. Electronics,-,05-03-2026,OJAS MUTTI,NIHARIKA BHAT,FARMER,05-05-2003,Male,ST,,"H.NO. 395, DESAI, MADANAPALLE 123660","15/55, GALA CIRCLE, AVADI-618406",KANKER,C.G.,YES,nathanieltata@example.net,456557158824,,,,12TH,2022,SCIENCE,53056999,818544972,HEMCHAND YADAV UNIVERSITY,500,239,SECOND,47.8,
343/31622,JAIRAJ KAR,5067918946,M.Sc. (Physics - Final),PHYSICS,06-03-2026,VIHAAN DADA,EKAJA TANEJA,DRIVER,08-01-2003,Male,OBC,,"91/517, MURTHY MARG, KOTA-880136","H.NO. 352, NAIDU MARG, FATEHPUR-516679",RAIPUR,C.G.,YES,rattanleela@example.net,523238396752,,,,GRADUATION,2020,SCIENCE,46397922,294658592,HEMCHAND YADAV UNIVERSITY,500,254,SECOND,50.8,
313/57650,GIRIK RAI,9937565005,M.Sc. (Computer Science - Final),COMPUTER,20-02-2026,ANIRUDH BAKSHI,CHAKRIKA ANNE,MECHANIC,11-05-2002,Male,GEN,,"30, MODY NAGAR, GANDHIDHAM 645408","13/22, GOEL PATH, KHORA -870930",BALOD,C.G.,NO,dalbirdhar@example.org,749108750946,,,,GRADUATION,2024,SCIENCE,26770140,845560481,CBSE,500,472,FIRST,94.4,
626/34476,CHARVI BORAH,1108109005,M.Sc. (Botany - Previous),BOTANY,02-01-2026,IKBAL BARAD,GAURANGI BANSAL,LABOUR,25-05-2008,Female,ST,,"90/338, SEKHON ZILA, NEW DELHI-620006","28/24, HALDER CHOWK, SERAMPORE 526344",BALRAMPUR,C.G.,YES,kannandayita@example.com,053823541956,,,,GRADUATION,2020,SCIENCE,99862992,001019118,STATE BOARD,500,350,FIRST,70.0,
591/94487,FAQID KALLA,9672657341,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,10-03-2026,ANDREW GARG,KAMALA PATHAK,DRIVER,17-06-2006,Male,GEN,,"709, DHINGRA GANJ, SURENDRANAGAR DUDHREJ 198669","965, YOGI ROAD, JAMSHEDPUR 613859",KONDAGAON,C.G.,YES,somanbimala@example.net,796283325379,,,,12TH,2020,ARTS,04263992,055196707,CBSE,500,253,SECOND,50.6,
249/82735,ANIRUDH MORAR,7779422662,B.Sc. IT (Information Technology),COMPUTER,04-01-2026,CALEB OM,DAYAMAI MALL,NURSE,01-09-2004,Male,GEN,,"H.NO. 41, KANT MARG, HAPUR-170448","93, SANDAL MARG, THANJAVUR-979886",DHAMTARI,C.G.,NO,sbalay@example.com,800143023949,,,,12TH,2024,SCIENCE,96591735,397920747,HEMCHAND YADAV UNIVERSITY,500,320,FIRST,64.0,
256/67801,AAYUSH WAGLE,8744209591,BBA (Bachelor of Business Administration),MANAGEMENT,14-02-2026,QARIN KRISH,JHALAK SHUKLA,DOCTOR,28-08-2002,Male,ST,,"78/48, PILLAI STREET, HAZARIBAGH-667448","H.NO. 303, GANDHI NAGAR, ANAND-510076",BILASPUR,C.G.,YES,lokedarika@example.com,330165138322,,,,12TH,2020,ARTS,91896952,404734647,HEMCHAND YADAV UNIVERSITY,500,444,FIRST,88.8,
386/87634,HARRISON KARI,6900077611,M.Sc. (Physics - Previous),PHYSICS,13-01-2026,NICHOLAS LALLA,KAMALA LALA,LAWYER,26-10-2001,Male,SC,,"H.NO. 755, VERMA, VASAI-VIRAR 561713","H.NO. 37, KAUL CIRCLE, MUZAFFARNAGAR 021968",JANJGIR-CHAMPA,C.G.,YES,rayaan01@example.net,962999386078,,,,GRADUATION,2021,SCIENCE,53645005,120751793,CBSE,500,455,FIRST,91.0,
235/89079,KAMALA RAJAGOPAL,1214247571,M.Sc. (Physics - Final),PHYSICS,11-01-2026,BAHADURJIT LAD,UNNI PANDEY,PLUMBER,06-05-2000,Female,ST,,"11, NADKARNI NAGAR, PALLAVARAM-661032","H.NO. 26, SAMPATH ZILA, SAMBALPUR 937678",KONDAGAON,C.G.,NO,zayyan91@example.com,897667692572,,,,GRADUATION,2023,SCIENCE,37416116,035199555,CBSE,500,296,SECOND,59.2,
161/26556,PETER THAMAN,5892907902,B.Sc. Computer Science,COMPUTER,06-02-2026,PRANEEL MAHARAJ,GAURI WALI,CARPENTER,21-10-2004,Male,GEN,,"H.NO. 08, BUCH PATH, THANE 036498","65, BAINS ROAD, SHIMOGA-221391",KORBA,C.G.,YES,trivedibarkha@example.net,216372742157,,,,12TH,2025,SCIENCE,23322328,535876419,STATE BOARD,500,372,FIRST,74.4,
701/49266,MOHAMMED GADE,4050295468,B.Sc. Biotechnology,-,27-02-2026,JEET PRAKASH,KAMALA THAMAN,CLERK,20-04-2002,Male,ST,,"H.NO. 218, HORA ZILA, BHOPAL-187483","27, VARMA CHOWK, MANGALORE-118624",DHAMTARI,C.G.,NO,nandinijain@example.net,441243666559,,,,12TH,2020,SCIENCE,97274048,328628673,HEMCHAND YADAV UNIVERSITY,500,361,FIRST,72.2,
741/93351,YASHVI KAMDAR,9618975723,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,12-02-2026,RAGHAV GHOSH,UPADHRITI SUR,BUSINESS,17-02-2004,Female,SC,,"72/70, BHATIA ROAD, TENALI-279328","29, TAILOR CIRCLE, DHULE 226580",BALOD,C.G.,NO,abhimanyude@example.org,882749309833,,,,GRADUATION,2025,ARTS,81480979,595745910,HEMCHAND YADAV UNIVERSITY,500,477,FIRST,95.4,
595/22842,MUGDHA KRISHNAMURTHY,5976737733,M.A. (Previous),ARTS,03-03-2026,MANTHAN PAU,LEELA SANGHA,SHOPKEEPER,24-03-2008,Female,SC,,"35/522, WAGLE ROAD, CHAPRA 793189","667, BORRA PATH, TADEPALLIGUDEM 895151",SUKMA,C.G.,YES,gabrielchoudhary@example.com,107821796572,,,,GRADUATION,2025,ARTS,67067440,407785482,HEMCHAND YADAV UNIVERSITY,500,361,FIRST,72.2,
464/91345,JAIRAJ GADE,4220628958,M.Sc. (Physics - Previous),PHYSICS,10-02-2026,NITESH PATLA,PAVANI DOCTOR,FREELANCER,09-11-2000,Male,ST,,"02/389, BHATTI NAGAR, NAGAON-437831","H.NO. 06, AGARWAL PATH, RAMGARH 883067",BASTAR,C.G.,NO,gkapoor@example.com,513972326425,,,,GRADUATION,2022,SCIENCE,60355034,202578851,STATE BOARD,500,428,FIRST,85.6,
662/37449,ADWETA DATE,9766030608,B.A.,ARTS,08-02-2026,TANAY NATARAJAN,LOPA AGRAWAL,PRIVATE JOB,18-12-2004,Female,SC,,"763, CHAUDRY ZILA, DARBHANGA-618673","67/24, MITAL ZILA, MALEGAON-698716",RAIGARH,C.G.,NO,nagyfitan@example.com,484937166009,,,,12TH,2021,ARTS,72345240,244452298,CBSE,500,311,FIRST,62.2,
239/98923,EKANI ROY,9044243486,M.Sc. (Computer Science - Final),COMPUTER,01-03-2026,WAHAB BUCH,ADYA MERCHANT,ELECTRICIAN,23-03-2006,Female,OBC,,"35/61, EDWIN ZILA, KULTI-874298","131, NARAIN CIRCLE, HINDUPUR-055434",BALODA BAZAR,C.G.,YES,kashvi35@example.net,296312056398,,,,GRADUATION,2021,SCIENCE,55820093,226300541,CBSE,500,365,FIRST,73.0,
855/55173,ANVI BALASUBRAMANIAN,3914769639,M.Com. (Final),COMMERCE,16-02-2026,FALAN SAVANT,UPADHRITI SAHOTA,PLUMBER,06-07-2002,Female,ST,,"H.NO. 34, CHOWDHURY GANJ, ETAWAH-444483","H.NO. 800, TOOR ZILA, BARASAT-210292",RAIPUR,C.G.,NO,pdayal@example.net,771302943450,,,,GRADUATION,2025,COMMERCE,61213566,949314600,STATE BOARD,500,471,FIRST,94.2,
731/42735,IKSHITA YOHANNAN,5434346936,B.Sc. IT (Information Technology),COMPUTER,26-02-2026,AZAAN RAJA,TANVI RAVEL,BUSINESS,30-09-2001,Female,GEN,,"18/126, MANGAL PATH, HAPUR 438654","767, BEDI MARG, MUMBAI 734307",JASHPUR,C.G.,YES,braraahana@example.com,084410273376,,,,12TH,2020,SCIENCE,37326990,376419683,HEMCHAND YADAV UNIVERSITY,500,389,FIRST,77.8,
750/30217,OVIYA GERA,0977968925,M.Sc. (Botany - Final),BOTANY,17-01-2026,ATHARV SARIN,IRA VENKATESH,FREELANCER,23-01-2003,Female,GEN,,"H.NO. 942, CHHABRA CIRCLE, DEOGHAR 739579","H.NO. 27, BHATT CIRCLE, DHARMAVARAM 954635",RAIGARH,C.G.,YES,ubalan@example.com,046663793287,,,,GRADUATION,2020,SCIENCE,54965531,511177439,HEMCHAND YADAV UNIVERSITY,500,469,FIRST,93.8,
636/57675,BALVEER SEN,1619621647,M.Sc. (Botany - Final),BOTANY,31-01-2026,TEJAS CHAUDHRY,YASHODA BARAL,POLICE,17-02-2008,Male,SC,,"H.NO. 44, DORA, MEERUT-467420","32/24, THAKER MARG, SHIVPURI-507725",BIJAPUR,C.G.,NO,harini05@example.net,210915292694,,,,GRADUATION,2020,SCIENCE,68180088,726192533,HEMCHAND YADAV UNIVERSITY,500,463,FIRST,92.6,
943/50714,ZAYAN SARMA,9505966885,B.Sc. (Mathematics),MATHEMATICS,07-02-2026,HARDIK GANDHI,VAMAKSHI MUKHERJEE,MECHANIC,17-10-2006,Male,OBC,,"H.NO. 01, DE NAGAR, UDAIPUR 228602","553, PATLA ROAD, MANGO-657027",NARAYANPUR,C.G.,NO,deeparoy@example.net,871712594435,,,,12TH,2023,SCIENCE,45442843,302291605,STATE BOARD,500,200,THIRD,40.0,
656/24706,FALAN SAWHNEY,0601915039,M.Sc. (Computer Science - Previous),COMPUTER,06-03-2026,THEODORE DARA,CHANDANI MUKHOPADHYAY,SELF EMPLOYED,12-04-2003,Male,OBC,,"H.NO. 48, VERMA PATH, BONGAIGAON-060518","H.NO. 732, SRINIVAS ZILA, SAMBALPUR-301608",SUKMA,C.G.,YES,william90@example.com,457227780730,,,,GRADUATION,2025,SCIENCE,02791734,275938892,STATE BOARD,500,464,FIRST,92.8,
711/30225,ANVI WALLA,5389265723,M.Sc. (Zoology - Previous),ZOOLOGY,01-03-2026,ADVAY GARG,VRINDA BUCH,ENGINEER,04-08-2000,Female,OBC,,"H.NO. 697, BHAVSAR, PIMPRI-CHINCHWAD 676692","H.NO. 92, MASTER CHOWK, GUWAHATI-257630",RAIGARH,C.G.,YES,sidhuoliver@example.org,405572133694,,,,GRADUATION,2025,SCIENCE,21509269,970244885,HEMCHAND YADAV UNIVERSITY,500,338,FIRST,67.6,
223/69010,OMKAAR BORAH,7476036945,B.Sc. IT (Information Technology),COMPUTER,16-01-2026,OLIVER SANGHA,RAKSHA REDDY,LAWYER,27-04-2008,Male,OBC,,"H.NO. 853, BORA MARG, CHENNAI-909093","89/91, RAMESH PATH, AIZAWL-045569",MAHASAMUND,C.G.,NO,chandraanirudh@example.net,710382476296,,,,12TH,2025,SCIENCE,57018917,240372660,HEMCHAND YADAV UNIVERSITY,500,209,THIRD,41.8,
946/23390,JAGVI SHERE,4074694191,B.Sc. Biotechnology,-,25-02-2026,GIRINDRA GERA,YAMINI MITAL,TEACHER,06-06-2000,Female,ST,,"838, NARAYANAN ZILA, DINDIGUL-356269","02/738, DORA ROAD, DIBRUGARH 895576",RAJNANDGAON,C.G.,NO,unni01@example.org,129803870447,,,,12TH,2023,SCIENCE,43398068,942861230,HEMCHAND YADAV UNIVERSITY,500,207,THIRD,41.4,
768/30043,RADHIKA RATTAN,8131244165,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,06-03-2026,GIRIK TIWARI,ANAMIKA ROY,DRIVER,01-03-2005,Female,ST,,"32/145, DADA ROAD, BHIWANI 067287","H.NO. 14, SENGUPTA NAGAR, KOLKATA-476755",DHAMTARI,C.G.,NO,annegopal@example.com,179437626658,,,,12TH,2020,ARTS,00769498,422024823,CBSE,500,414,FIRST,82.8,
113/29144,DANIEL DUA,3895753219,B.Com.,COMMERCE,06-03-2026,NOAH NAIR,MEKHALA SOM,BUSINESS,12-05-2000,Male,OBC,,"H.NO. 223, NAIK, MALDA 004350","78/532, JOHAL STREET, AHMEDNAGAR 931312",DHAMTARI,C.G.,YES,barkhaupadhyay@example.org,868903673873,,,,12TH,2024,COMMERCE,16344260,879277424,HEMCHAND YADAV UNIVERSITY,500,243,SECOND,48.6,
676/90840,BARKHA KRISHNAMURTHY,7094202733,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,13-03-2026,YAGNESH IYER,HARITA HALDER,FREELANCER,31-10-2008,Female,ST,,"04, NORI ZILA, KULTI 478156","H.NO. 855, SHARMA CHOWK, ICHALKARANJI 236839",BALRAMPUR,C.G.,YES,kakarryan@example.org,129011546262,,,,12TH,2024,ARTS,03004672,570405943,STATE BOARD,500,306,FIRST,61.2,
384/15111,TEERTH CHAUHAN,9294051486,B.Lib (Bachelor of Library Science),LIBRARY SCIENCE,10-02-2026,JAIRAJ SAHOTA,VEDIKA BOASE,SELF EMPLOYED,13-03-2004,Male,GEN,,"65/17, KASHYAP, SAGAR 371724","H.NO. 76, SULE ROAD, VIJAYAWADA-172195",JANJGIR-CHAMPA,C.G.,NO,vinayamody@example.org,318632315617,,,,12TH,2022,ARTS,48012469,119668524,CBSE,500,245,SECOND,49.0,
101/35865,PARTH MUKHERJEE,0984458378,M.Sc. (Chemistry - Previous),CHEMISTRY,15-03-2026,MAANAS PUROHIT,ETA MUKHERJEE,CLERK,25-03-2007,Male,ST,,"909, SETTY STREET, BHALSWA JAHANGIR PUR-234804","20/273, SHROFF MARG, ADONI-720173",BALOD,C.G.,YES,ronith79@example.net,378783780116,,,,GRADUATION,2025,SCIENCE,39211429,975141729,STATE BOARD,500,327,FIRST,65.4,
240/27295,GOPAL GOUR,5834328217,M.Sc. (Zoology - Final),ZOOLOGY,21-02-2026,ABHIRAM BADAMI,ISHA PRABHU,STUDENT,29-11-2008,Male,SC,,"82/778, SARIN MARG, JHANSI 755049","66/28, KOSHY ROAD, VARANASI-172239",KONDAGAON,C.G.,NO,jalsa86@example.org,595796621302,,,,GRADUATION,2022,SCIENCE,37430486,478580600,HEMCHAND YADAV UNIVERSITY,500,428,FIRST,85.6,
386/96432,GAYATHRI SAVANT,3950561303,M.Com. (Previous),COMMERCE,12-01-2026,GABRIEL DASGUPTA,HARITA DESAI,PRIVATE JOB,25-03-2002,Female,OBC,,"47, SRIDHAR ZILA, KHARAGPUR 934158","H.NO. 35, SOMAN STREET, BERHAMPORE 401921",SUKMA,C.G.,NO,warda04@example.com,800428365588,,,,GRADUATION,2020,COMMERCE,67917472,256053766,STATE BOARD,500,304,FIRST,60.8,
769/29435,FALAK BASSI,2247861073,M.Sc. (Biotechnology - Previous),-,19-01-2026,SATHVIK GILL,SHIVANI RAMAKRISHNAN,DRIVER,11-12-2001,Female,ST,,"92, NARULA MARG, HINDUPUR 515017","06/468, BIR ROAD, BUXAR 124865",KONDAGAON,C.G.,NO,comarjeevika@example.org,725666218059,,,,GRADUATION,2025,SCIENCE,91550134,816720459,HEMCHAND YADAV UNIVERSITY,500,412,FIRST,82.4,
955/90131,VRINDA KORPAL,8413036283,M.Sc. (Physics - Final),PHYSICS,21-01-2026,QASIM SUNDER,LEKHA RANA,NURSE,10-10-2000,Female,SC,,"H.NO. 96, RAMASWAMY GANJ, SAGAR-143825","90, DALAL MARG, ONGOLE-331013",BIJAPUR,C.G.,NO,triptibhalla@example.com,241419293683,,,,GRADUATION,2023,SCIENCE,74080950,486328873,STATE BOARD,500,422,FIRST,84.4,
193/88744,REHAAN KAUL,6396904496,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,02-01-2026,UTKARSH CHAUDHARY,MUGDHA JANI,DOCTOR,19-09-2000,Male,ST,,"H.NO. 09, BARMAN CIRCLE, THANE-018464","91/512, BALASUBRAMANIAN GANJ, BELGAUM 671100",BILASPUR,C.G.,NO,kondaaarush@example.org,470797534681,,,,12TH,2020,ARTS,42599159,203109416,STATE BOARD,500,433,FIRST,86.6,
